Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp
STR_Shashka1,"The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting.","The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting.","The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting.","Die Shashka oder Shasqua ist eine Art Säbel; einschneidiges, einhändiges und schutzloses Rückschwert. Der Shashka befindet sich in der Mitte zwischen einem typisch gebogenen Säbel und einem geraden Schwert. Es hat eine leicht gebogene Klinge und kann sowohl zum Schneiden als auch zum Stoßen wirksam sein.","Однолезвийный, одноручный меч без гарды. По внешнему виду шашка представляет собой нечто среднее между типично изогнутой саблей и прямым мечом. Он имеет слегка изогнутое лезвие и может быть эффективным как для рубящих, так и для колющих ударов.","The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting.","The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting.","The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting.","El Shashka o shasqua, es una especie de sable; Espada trasera de un solo filo, una sola mano y sin guardia. En apariencia, el shashka se encuentra a medio camino entre un sable típicamente curvo y una espada recta. Tiene una hoja ligeramente curva y puede ser eficaz tanto para cortar como para empujar.","Le Shashka ou shasqua, est une sorte de sabre; Épée arrière à un tranchant, à une main et sans garde. En apparence, le shashka est à mi-chemin entre un sabre typiquement incurvé et une épée droite. Il a une lame légèrement incurvée et peut être efficace à la fois pour couper et pousser.","The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting.","The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting.","The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting.","The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting."
STR_ShashkaScabbard0,Shashka Scabbard,Shashka Scabbard,Shashka Scabbard,Shashka Schwertscheide,Ножны для шашки,Shashka Scabbard,Shashka Scabbard,Shashka Scabbard,Vaina Shashka,Fourreau de Shashka,Shashka Scabbard,Shashka Scabbard,Shashka Scabbard,Shashka Scabbard
STR_ShashkaScabbard1,"The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting.","The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting.","The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting.",Schwertscheide für ein russiches Säbel.,"Однолезвийный, одноручный меч без гарды. По внешнему виду шашка представляет собой нечто среднее между типично изогнутой саблей и прямым мечом. Он имеет слегка изогнутое лезвие и может быть эффективным как для рубящих, так и для колющих ударов.","The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting.","The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting.","The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting.","El Shashka o shasqua, es una especie de sable; Espada trasera de un solo filo, una sola mano y sin guardia. En apariencia, el shashka se encuentra a medio camino entre un sable típicamente curvo y una espada recta. Tiene una hoja ligeramente curva y puede ser eficaz tanto para cortar como para empujar.","Le Shashka ou shasqua, est une sorte de sabre; Épée arrière à un tranchant, à une main et sans garde. En apparence, le shashka est à mi-chemin entre un sabre typiquement incurvé et une épée droite. Il a une lame légèrement incurvée et peut être efficace à la fois pour couper et pousser.","The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting.","The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting.","The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting.","The Shashka or shasqua, is a kind of sabre; single-edged, single-handed, and guardless backsword. In appearance, the shashka is midway between a typically curved sabre and a straight sword. It has a slightly curved blade, and can be effective for both cutting and thrusting."
MAGAZINES,,,,,,,,,,,,,,
STR_AK12_Mag0,AK-12 Magazine,AK-12 Magazine,AK-12 Magazine,AK-12 Magazin,Магазин для АК-12,AK-12 Magazine,AK-12 Magazine,AK-12 Magazine,Cargador de AK-12 ,Chargeur AK-12,AK-12 Magazine,AK-12 Magazine,AK-12 Magazine,AK-12 Magazine
STR_AK12_Mag1,A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.,"Ein einfaches Metallmagazin, in dem mehrere Patronen aufbewahrt werden können.","Простой металлический магазин, для амуниции",A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.,Un simple cargador de metal que puede almacenar varios proyectiles.,Un simple chargeur métallique pouvant stocker plusieurs munitions.,A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.
STR_BarMK3_Mag0,BAR MK3 Magazine,BAR MK3 Magazine,BAR MK3 Magazine,BAR MK3 Magazin,Магазин для BAR MK3,BAR MK3 Magazine,BAR MK3 Magazine,BAR MK3 Magazine,Cargador de BAR MK3,Chargeur BAR MK3,BAR MK3 Magazine,BAR MK3 Magazine,BAR MK3 Magazine,BAR MK3 Magazine
STR_BarMK3_Mag1,A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.,"Ein einfaches Metallmagazin, in dem mehrere Patronen aufbewahrt werden können.","Простой металлический магазин, для амуниции",A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.,Un simple cargador de metal que puede almacenar varios proyectiles.,Un simple chargeur métallique pouvant stocker plusieurs munitions.,A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.
STR_DesertEagle_Mag0,Desert Eagle Magazine,Desert Eagle Magazine,Desert Eagle Magazine,Desert Eagle Magazin,Магазин для Desert Eagle,Desert Eagle Magazine,Desert Eagle Magazine,Desert Eagle Magazine,Cargador de Desert Eagle,Chargeur Desert Eagle,Desert Eagle Magazine,Desert Eagle Magazine,Desert Eagle Magazine,Desert Eagle Magazine
STR_DesertEagle_Mag1,A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.,"Ein einfaches Metallmagazin, in dem mehrere Patronen aufbewahrt werden können.","Простой металлический магазин, для амуниции",A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.,Un simple cargador de metal que puede almacenar varios proyectiles.,Un simple chargeur métallique pouvant stocker plusieurs munitions.,A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.,A simple metal magazine that can store several ammunition.
STR_DRUM100_Mag0,5.56mm Double C-Mag,5.56mm Double C-Mag,5.56mm Double C-Mag,5.56mm Trommel-C-Mag,5.56mm Double C-Mag,5.56mm Double C-Mag,5.56mm Double C-Mag,5.56mm Double C-Mag,5.56mm Double C-Mag,5.56mm Double C-Mag,5.56mm Double C-Mag,5.56mm Double C-Mag,5.56mm Double C-Mag,5.56mm Double C-Mag
STR_DRUM100_Mag1,"A drum magazine is a type of high-capacity magazine for firearms. Cylindrical in shape (similar to a drum), drum magazines store rounds in a spiral around the center of the magazine, facing the direction of the barrel. Drum magazines are contrasted with more common box-type magazines, which have a lower capacity and store rounds flat. The capacity of drum magazines varies, but is generally between 50 and 100 rounds.","A drum magazine is a type of high-capacity magazine for firearms. Cylindrical in shape (similar to a drum), drum magazines store rounds in a spiral around the center of the magazine, facing the direction of the barrel. Drum magazines are contrasted with more common box-type magazines, which have a lower capacity and store rounds flat. The capacity of drum magazines varies, but is generally between 50 and 100 rounds.","A drum magazine is a type of high-capacity magazine for firearms. Cylindrical in shape (similar to a drum), drum magazines store rounds in a spiral around the center of the magazine, facing the direction of the barrel. Drum magazines are contrasted with more common box-type magazines, which have a lower capacity and store rounds flat. The capacity of drum magazines varies, but is generally between 50 and 100 rounds.","Ein Trommelmagazin ist eine Art Hochleistungsmagazin für Schusswaffen. Trommelmagazine haben eine zylindrische Form (ähnlich einer Trommel) und speichern die Patronen in einer Spirale um die Mitte des Magazins in Richtung des Laufs. Trommelmagazine stehen im Gegensatz zu gängigeren Boxmagazinen, die eine geringere Kapazität haben und Runden flach lagern. Die Kapazität von Trommelmagazinen variiert, liegt jedoch im Allgemeinen zwischen 50 und 100 Schuss.","Барабанный магазин - это разновидность магазина повышенной емкости для огнестрельного оружия. Цилиндрические по форме (похожие на барабан) магазины барабанного типа хранят патроны по спирали вокруг центра магазина, обращенные в сторону ствола. Барабанные магазины отличаются от более распространенных коробчатых магазинов, которые имеют меньшую емкость и плосское расположение патронов. Емкость барабанных магазинов варьируется, но обычно составляет от 50 до 100 патронов.","A drum magazine is a type of high-capacity magazine for firearms. Cylindrical in shape (similar to a drum), drum magazines store rounds in a spiral around the center of the magazine, facing the direction of the barrel. Drum magazines are contrasted with more common box-type magazines, which have a lower capacity and store rounds flat. The capacity of drum magazines varies, but is generally between 50 and 100 rounds.","A drum magazine is a type of high-capacity magazine for firearms. Cylindrical in shape (similar to a drum), drum magazines store rounds in a spiral around the center of the magazine, facing the direction of the barrel. Drum magazines are contrasted with more common box-type magazines, which have a lower capacity and store rounds flat. The capacity of drum magazines varies, but is generally between 50 and 100 rounds.","A drum magazine is a type of high-capacity magazine for firearms. Cylindrical in shape (similar to a drum), drum magazines store rounds in a spiral around the center of the magazine, facing the direction of the barrel. Drum magazines are contrasted with more common box-type magazines, which have a lower capacity and store rounds flat. The capacity of drum magazines varies, but is generally between 50 and 100 rounds.","Un cargador de tambor es un tipo de cargador de alta capacidad para armas de fuego. De forma cilíndrica (similar a un tambor), los cargadores de tambor almacenan los cartuchos en una espiral alrededor del centro del cargador, en dirección al cañón. Los cargadores de tambor se contraponen a los cargadores más comunes de tipo caja, que tienen una capacidad menor y almacenan los cartuchos de forma plana. La capacidad de los cargadores de tambor varía, pero generalmente es de entre 50 y 100 proyectiles.","Un chargeur à tambour est un type de chargeur haute capacité pour armes à feu. De forme cylindrique (semblable à un tambour), les chargeurs de ce type stockent les balles en spirale autour du centre du chargeur, face à la direction du canon. Les chargeurs tambour sont différents des chargeurs courants, qui eux, ont une capacité inférieure et stockent les cartouches à plat. La capacité des magasins de tambours varie, mais se situe généralement entre 50 et 100 balles.","A drum magazine is a type of high-capacity magazine for firearms. Cylindrical in shape (similar to a drum), drum magazines store rounds in a spiral around the center of the magazine, facing the direction of the barrel. Drum magazines are contrasted with more common box-type magazines, which have a lower capacity and store rounds flat. The capacity of drum magazines varies, but is generally between 50 and 100 rounds.","A drum magazine is a type of high-capacity magazine for firearms. Cylindrical in shape (similar to a drum), drum magazines store rounds in a spiral around the center of the magazine, facing the direction of the barrel. Drum magazines are contrasted with more common box-type magazines, which have a lower capacity and store rounds flat. The capacity of drum magazines varies, but is generally between 50 and 100 rounds.","A drum magazine is a type of high-capacity magazine for firearms. Cylindrical in shape (similar to a drum), drum magazines store rounds in a spiral around the center of the magazine, facing the direction of the barrel. Drum magazines are contrasted with more common box-type magazines, which have a lower capacity and store rounds flat. The capacity of drum magazines varies, but is generally between 50 and 100 rounds.","A drum magazine is a type of high-capacity magazine for firearms. Cylindrical in shape (similar to a drum), drum magazines store rounds in a spiral around the center of the magazine, facing the direction of the barrel. Drum magazines are contrasted with more common box-type magazines, which have a lower capacity and store rounds flat. The capacity of drum magazines varies, but is generally between 50 and 100 rounds."
